TransactionID	CustomerID	Product	Quantity	UnitPrice	TotalPrice	TransactionDate	City
56200	CUST06114	SQL for Analysts	6	149.00	894.00	2024-06-11	New York
56201	CUST02485	Data Modeling Basics	3	178.25	534.75	08-12-2025	Dallas
56202	CUST05443	Airflow Fundamentals	5	265.75		2025-09-16	Denver
56203	CUST03978	Data Governance 101	3	220.10	660.30	2025/06/18	Minneapolis
56204	CUST08657	Python for Data Engineers	3	289.99	869.97	07/11/2024	Houston
56205	CUST04973	GenAI for Engineers	2	349.50	699.00	02/11/2025	New York
56206	CUST07954	Data Governance 101	3	220.10		10-08-2025	Portland
56207	CUST04986	Kafka Streaming Intro	6	399.00	2394.00	2025-06-03	Chicago
56208	CUST05551	Data Modeling Basics	1	178.25		2024-03-28	Seattle
56209	CUST06041	Spark Intro	5	356.94	1784.70	2024-04-12	Phoenix
56210	CUST04318	Spark Intro	4	356.94	1427.76	2024-08-29	Dallas
56211	CUST08587	SQL for Analysts	1	149.00	149.00	2025-11-10	Portland
56212	CUST04178	Kafka Streaming Intro	4	399.00	1596.00	2025-03-28	Atlanta
56213	CUST01708	NoSQL Essentials	5	199.99	999.95	2024-12-12	Austin
56214	CUST04766	Spark Intro	6	356.94	2141.64	2025-07-28	Denver
56215	CUST03430	Data Warehousing 101	2	275.30	550.60	19-11-2024	Philadelphia
56216	CUST01840	Hadoop Basics	5	63.01	315.05	05/01/2025	Boston
56217	CUST00516	Data Warehousing 101	4	275.30	1101.20	2025/04/10	New York
56218	CUST00787	Spark Intro	5	356.94	1784.70	17-07-2025	Chicago
56219	CUST07728	Airflow Fundamentals	2	265.75	531.50	02/26/2024	New York
56220	CUST01510	Python for Data Engineers	3	289.99	869.97	09/01/2024	Phoenix
100868	CUST01510	Python for Data Engineers	3	289.99	869.97	09/01/2024	Phoenix
56221	CUST02206	Airflow Fundamentals	4	265.75	1063.00	2025-08-12	San Diego
56222	CUST07300	Kafka Streaming Intro	4	399.00	1596.00	2024-02-19	Houston
56223	CUST02965	AWS Foundations	2	310.45	620.90	08/27/2024	San Diego
56224	CUST01116	Spark Intro	3	356.94	1070.82	11/19/2024	Philadelphia
56225	CUST03026	SQL for Analysts	6	149.00	894.00	2024-06-30	Miami
56226	CUST00275	Spark Intro	4	356.94	1427.76	02-12-2025	Austin
56227	CUST05885	Spark Intro	2	356.94	713.88	2025-11-14	Boston
56228	CUST08595	SQL for Analysts	2	149.00	298.00	2024-08-27	Philadelphia
56229	CUST04674	NoSQL Essentials	6	199.99		2025-06-20	Austin
56230	CUST05426	AWS Foundations	3	310.45	931.35	08/31/2025	San Diego
56231	CUST02074	Data Warehousing 101	3	275.30	825.90	2025-01-12	Seattle
56232	CUST08976	GenAI for Engineers	3	349.50	1048.50	18-04-2024	Miami
56233	CUST05533	Data Modeling Basics	6	178.25		2024-08-28	Portland
56234	CUST06483	Cloud Fundamentals	2	199.50	399.00	2025-08-16	Denver
56235	CUST02032	Airflow Fundamentals	1	265.75	265.75	2024-05-06	New York
56236	CUST05409	Airflow Fundamentals	3	265.75	797.25	2024-03-27	Philadelphia
56237	CUST02333	ETL Pipelines 101	6	245.60	1473.60	13-10-2025	San Francisco
56238	CUST07898	Big Data Essentials	3	421.85	1265.55	24-06-2025	Denver
56239	CUST03610	AWS Foundations	5	310.45	1552.25	2025-05-10	Austin
56240	CUST02326	Cloud Fundamentals	4	199.50	798.00	29-05-2025	Atlanta
56241	CUST03557	Cloud Fundamentals	5	199.50	997.50	2025-07-30	Chicago
56242	CUST05499	Airflow Fundamentals		265.75		2025-02-18	New York
56243	CUST07496	Data Modeling Basics	2	178.25	356.50	15-08-2024	Dallas
56244	CUST08304	Hadoop Basics	6	63.01	378.06	2025-06-27	Chicago
56245	CUST08698	Python for Data Engineers	2	289.99		2025-03-03	Austin
56246	CUST02024	Spark Intro	4	356.94	1427.76	2024-06-14	Chicago
56247	CUST03744	Hadoop Basics	1	63.01		2024/04/26	Miami
56248	CUST08584	NoSQL Essentials	5	199.99		2024-07-08	Portland
56249	CUST00722	Kafka Streaming Intro	3	399.00	1197.00	2025-08-21	Atlanta
56250	CUST00152	Data Modeling Basics	4	178.25		2024-09-18	Phoenix
56251	CUST00916	Kafka Streaming Intro	4	399.00		12/18/2024	San Diego
56252	CUST01878	Spark Intro	1	356.94	356.94	2024-01-24	Chicago
56253	CUST04558	Data Modeling Basics	3	178.25	534.75	2024/09/16	Philadelphia
56254	CUST01921	ETL Pipelines 101	1	245.60		15-06-2025	Minneapolis
56255	CUST03474	Data Governance 101		220.10		2024-03-21	Boston
56256	CUST00273	Airflow Fundamentals	4	265.75		08/09/2024	Houston
56257	CUST08357	ETL Pipelines 101	5	245.60	1228.00	2025-01-31	Phoenix
56258	CUST06877	Data Governance 101	4	220.10	880.40	09/08/2024	Chicago
56259	CUST00833	Data Governance 101	2	220.10	440.20	2025-01-21	Minneapolis
56260	CUST05374	Data Modeling Basics		178.25		20-07-2025	Portland
56261	CUST07297	Data Warehousing 101	2	275.30	550.60	2025-11-08	Boston
56262	CUST03663	NoSQL Essentials	6	199.99	1199.94	2025-12-24	Philadelphia
56263	CUST00637	SQL for Analysts	2	149.00	298.00	07/28/2024	Minneapolis
56264	CUST03551	Spark Intro	6	356.94	2141.64	08/06/2024	Atlanta
56265	CUST01519	SQL for Analysts	2	149.00	298.00	2025-08-25	New York
56266	CUST01870	Big Data Essentials	1	421.85		2024-02-18	Philadelphia
56267	CUST05057	SQL for Analysts	5	149.00	745.00	2024-11-28	San Francisco
56268	CUST08471	ETL Pipelines 101	3	245.60	736.80	2024-09-28	Chicago
56269	CUST04731	Spark Intro	1	356.94	356.94	2025-11-08	Atlanta
56270	CUST02708	GenAI for Engineers	4	349.50		20-02-2025	Denver
56271	CUST02421	AWS Foundations	5	310.45	1552.25	2025-02-07	Seattle
56272	CUST08020	Data Warehousing 101	1	275.30	275.30	2025-05-30	Miami
56273	CUST03625	Data Modeling Basics	5	178.25	891.25	2024-08-02	Portland
56274	CUST08844	Data Warehousing 101	4	275.30	1101.20	06/29/2024	Houston
56275	CUST07058	Kafka Streaming Intro	6	399.00		2025-07-17	Philadelphia
56276	CUST05818	Hadoop Basics	6	63.01	378.06	01/24/2025	Phoenix
56277	CUST08794	Data Governance 101	2	220.10	440.20	2024-09-05	Minneapolis
56278	CUST03886	Data Governance 101	2	220.10	440.20	21-09-2025	Denver
56279	CUST02048	Spark Intro	6	356.94	2141.64	05/31/2025	Denver
56280	CUST05955	Spark Intro	2	356.94	713.88	15-12-2024	Atlanta
56281	CUST00568	AWS Foundations	6	310.45	1862.70	2025-04-18	Atlanta
56282	CUST03912	Spark Intro	5	356.94	1784.70	2024-01-12	San Francisco
56283	CUST06213	SQL for Analysts	3	149.00	447.00	2024-10-20	New York
56284	CUST00294	Data Warehousing 101	5	275.30	1376.50	10/02/2024	Phoenix
56285	CUST08864	Data Governance 101	5	220.10	1100.50	13-12-2024	Dallas
56286	CUST01010	Data Governance 101	2	220.10	440.20	09/24/2025	Boston
56287	CUST07030	Data Modeling Basics	4	178.25	713.00	23-10-2025	Seattle
56288	CUST03100	NoSQL Essentials	3	199.99	599.97	2025-10-02	New York
56289	CUST03241	Spark Intro	5	356.94	1784.70	05/24/2025	Houston
56290	CUST07184	SQL for Analysts	6	149.00	894.00	02/23/2024	Portland
56291	CUST02846	Cloud Fundamentals	3	199.50	598.50	2024/10/25	Miami
56292	CUST05812	Airflow Fundamentals	4	265.75	1063.00	2024-02-22	New York
56293	CUST00910	ETL Pipelines 101	5	245.60	1228.00	2025-10-03	Chicago
56294	CUST06883	NoSQL Essentials	5	199.99	999.95	2025-09-20	Philadelphia
56295	CUST01148	Cloud Fundamentals	3	199.50	598.50	15-04-2025	Miami
56296	CUST04556	NoSQL Essentials	6	199.99	1199.94	05-10-2024	Chicago
56297	CUST01154	Cloud Fundamentals	5	199.50	997.50	2025-11-17	New York
56298	CUST00154	AWS Foundations	3	310.45	931.35	12/11/2024	Austin
56299	CUST04155	Python for Data Engineers		289.99		2025-12-13	Philadelphia
56300	CUST03568	Big Data Essentials	4	421.85	1687.40	2025-03-05	Atlanta
56301	CUST00081	Kafka Streaming Intro	4	399.00	1596.00	2025-07-20	Minneapolis
56302	CUST07456	Kafka Streaming Intro	5	399.00		16-09-2024	Denver
56303	CUST07803	Python for Data Engineers	6	289.99		2025-02-26	Seattle
56304	CUST00957	Data Modeling Basics	6	178.25	1069.50	2024-12-02	New York
56305	CUST03583	Data Governance 101	4	220.10	880.40	04/16/2025	Minneapolis
56306	CUST00751	NoSQL Essentials	1	199.99	199.99	2025-12-12	Dallas
56307	CUST04258	NoSQL Essentials	3	199.99	599.97	05/23/2025	Phoenix
56308	CUST08230	Data Warehousing 101	3	275.30	825.90	2024-09-06	Miami
56309	CUST03960	AWS Foundations	6	310.45	1862.70	2025/10/25	New York
56310	CUST00537	Data Modeling Basics	2	178.25	356.50	2025-12-25	San Francisco
56311	CUST00213	Hadoop Basics	1	63.01	63.01	2024-02-25	Minneapolis
56312	CUST02283	GenAI for Engineers	5	349.50	1747.50	2025-07-12	Houston
56313	CUST07062	Data Modeling Basics	2	178.25	356.50	08/15/2024	New York
56314	CUST03994	Big Data Essentials	2	421.85	843.70	2025-02-17	Seattle
100869	CUST03994	Big Data Essentials	2	421.85	843.70	2025-02-17	Seattle
56315	CUST01616	Big Data Essentials	1	421.85	421.85	2024-09-09	San Francisco
56316	CUST03452	SQL for Analysts	1	149.00	149.00	2024-05-27	Portland
56317	CUST08312	AWS Foundations	6	310.45	1862.70	2025-02-14	San Diego
56318	CUST05954	Python for Data Engineers	6	289.99		01/26/2025	Miami
56319	CUST06229	Big Data Essentials	6	421.85		2025-11-09	Miami
56320	CUST08287	AWS Foundations	3	310.45		2024-05-10	Miami
56321	CUST05058	SQL for Analysts	2	149.00	298.00	2024-01-12	Atlanta
56322	CUST06339	SQL for Analysts	1	149.00	149.00	2025-04-25	Portland
56323	CUST04240	Spark Intro		356.94		03/14/2025	Denver
56324	CUST00166	AWS Foundations	5	310.45	1552.25	2024-07-17	Portland
56325	CUST00760	AWS Foundations	5	310.45	1552.25	2024-07-26	Minneapolis
56326	CUST06288	ETL Pipelines 101	6	245.60	1473.60	2024-08-09	Chicago
56327	CUST05965	Airflow Fundamentals	6	265.75		2025-07-18	Chicago
56328	CUST02556	GenAI for Engineers	6	349.50		2024-10-12	Atlanta
56329	CUST04209	Data Modeling Basics	2	178.25	356.50	2024-06-22	Denver
56330	CUST08804	Python for Data Engineers	3	289.99	869.97	08-05-2024	Atlanta
56331	CUST04132	Cloud Fundamentals	5	199.50	997.50	2024-11-27	Boston
56332	CUST00527	Hadoop Basics	6	63.01	378.06	2024-12-12	Phoenix
56333	CUST01652	Data Modeling Basics	6	178.25		2025-02-15	Miami
56334	CUST00436	Kafka Streaming Intro	6	399.00	2394.00	2024-05-07	New York
56335	CUST00782	Python for Data Engineers	6	289.99		07/25/2025	Portland
56336	CUST08108	ETL Pipelines 101	1	245.60	245.60	2024/01/17	San Francisco
56337	CUST00380	AWS Foundations	3	310.45	931.35	2025-03-24	Minneapolis
56338	CUST03278	Airflow Fundamentals	5	265.75	1328.75	06/25/2024	Dallas
56339	CUST00521	Kafka Streaming Intro	3	399.00	1197.00	07/07/2024	Austin
56340	CUST01624	Kafka Streaming Intro	2	399.00	798.00	2025-03-19	Miami
56341	CUST01021	Kafka Streaming Intro	3	399.00	1197.00	2025-02-07	Dallas
56342	CUST00717	AWS Foundations	4	310.45	1241.80	2025-08-09	Dallas
56343	CUST08102	Data Warehousing 101	5	275.30	1376.50	05/05/2025	Dallas
56344	CUST01799	Data Governance 101	6	220.10	1320.60	2024-12-04	Chicago
56345	CUST00725	Hadoop Basics	1	63.01	63.01	2024-12-06	Minneapolis
56346	CUST00978	Airflow Fundamentals	1	265.75	265.75	2025-10-07	Chicago
56347	CUST03869	ETL Pipelines 101	3	245.60	736.80	2025-11-09	Seattle
56348	CUST06783	Data Governance 101	3	220.10	660.30	2024-10-10	Boston
56349	CUST07990	Data Modeling Basics	4	178.25	713.00	2025-01-05	Miami
56350	CUST02750	Data Warehousing 101	3	275.30	825.90	2024/11/30	Philadelphia
56351	CUST06968	Hadoop Basics	6	63.01	378.06	10/10/2024	Minneapolis
100870	CUST06968	Hadoop Basics	6	63.01	378.06	10/10/2024	Minneapolis
56352	CUST05586	Data Warehousing 101		275.30		2025-09-07	San Diego
56353	CUST04169	Python for Data Engineers	6	289.99	1739.94	2025-09-20	Dallas
56354	CUST02745	Hadoop Basics	6	63.01	378.06	2025-01-06	New York
56355	CUST02557	Data Modeling Basics	6	178.25	1069.50	06/29/2025	Philadelphia
56356	CUST03251	Spark Intro	3	356.94	1070.82	01-06-2025	Miami
56357	CUST05572	Hadoop Basics	5	63.01	315.05	2024-02-24	Houston
56358	CUST06660	Data Warehousing 101	1	275.30		09/17/2024	Atlanta
56359	CUST04626	Python for Data Engineers	5	289.99		05/30/2025	Minneapolis
56360	CUST08755	GenAI for Engineers	5	349.50	1747.50	08/11/2025	Miami
56361	CUST08212	NoSQL Essentials	6	199.99	1199.94	2024-10-17	San Francisco
56362	CUST00897	Data Governance 101	6	220.10	1320.60	2024-12-18	Philadelphia
56363	CUST03592	Data Modeling Basics		178.25		28-02-2025	Seattle
56364	CUST01476	Cloud Fundamentals	4	199.50	798.00	2025-02-28	Austin
56365	CUST01730	GenAI for Engineers	1	349.50	349.50	04/18/2024	Miami
56366	CUST01275	Data Warehousing 101	1	275.30	275.30	2024-03-28	Portland
56367	CUST01872	ETL Pipelines 101	1	245.60	245.60	2024-07-07	Seattle
56368	CUST02673	Data Governance 101	3	220.10	660.30	13-09-2024	Phoenix
56369	CUST07201	Airflow Fundamentals	2	265.75	531.50	04/21/2024	San Diego
56370	CUST06381	Data Modeling Basics	4	178.25		2025-12-05	Minneapolis
56371	CUST06118	Data Governance 101	2	220.10	440.20	2024-02-03	San Diego
56372	CUST07522	Hadoop Basics	3	63.01	189.03	06/13/2024	Philadelphia
56373	CUST06383	Kafka Streaming Intro	6	399.00	2394.00	2024-12-01	Atlanta
56374	CUST07168	Spark Intro	1	356.94	356.94	15-05-2025	Denver
56375	CUST04251	Spark Intro	3	356.94	1070.82	2025-01-21	Austin
56376	CUST06812	Airflow Fundamentals	4	265.75	1063.00	2024-06-13	Portland
56377	CUST03195	SQL for Analysts	1	149.00	149.00	2025/09/26	Minneapolis
56378	CUST04914	Python for Data Engineers	3	289.99	869.97	07/20/2025	Chicago
56379	CUST01531	Spark Intro	6	356.94	2141.64	2025-10-29	Miami
56380	CUST05869	Kafka Streaming Intro	5	399.00	1995.00	05/12/2025	Minneapolis
56381	CUST03546	Data Governance 101	3	220.10	660.30	03/01/2025	San Francisco
56382	CUST00550	NoSQL Essentials	6	199.99	1199.94	11-06-2024	Dallas
56383	CUST07973	Airflow Fundamentals	4	265.75	1063.00	21-05-2025	Miami
56384	CUST03139	Hadoop Basics	1	63.01	63.01	2025-04-22	San Francisco
56385	CUST04630	Python for Data Engineers	5	289.99	1449.95	2025-09-27	Philadelphia
56386	CUST00999	Big Data Essentials	4	421.85	1687.40	2025-10-31	Portland
56387	CUST02638	Airflow Fundamentals	1	265.75	265.75	19-09-2024	Houston
56388	CUST08516	Spark Intro	1	356.94	356.94	2024-02-06	Atlanta
56389	CUST08728	Python for Data Engineers	3	289.99	869.97	2025/06/28	Phoenix
56390	CUST03895	Cloud Fundamentals	3	199.50	598.50	2024-08-22	Minneapolis
56391	CUST04325	Data Modeling Basics	4	178.25	713.00	02-09-2025	Dallas
56392	CUST08549	Big Data Essentials	3	421.85	1265.55	2024-09-06	San Francisco
56393	CUST08524	GenAI for Engineers	3	349.50		2025-07-28	Houston
56394	CUST05816	GenAI for Engineers	1	349.50	349.50	2024-12-24	Seattle
56395	CUST00328	Big Data Essentials	4	421.85	1687.40	2024-06-09	Phoenix
56396	CUST07611	Kafka Streaming Intro	6	399.00	2394.00	2024-02-18	Austin
56397	CUST04855	Hadoop Basics	1	63.01	63.01	2024-07-01	Austin
56398	CUST08995	Data Governance 101	3	220.10		28-10-2025	Atlanta
56399	CUST05032	NoSQL Essentials	1	199.99	199.99	28-04-2024	Phoenix
56400	CUST06585	Big Data Essentials	4	421.85	1687.40	2024-11-04	Philadelphia
56401	CUST06073	ETL Pipelines 101	2	245.60	491.20	11-01-2025	Dallas
56402	CUST01432	Spark Intro	2	356.94	713.88	04/19/2024	Atlanta
56403	CUST04307	Hadoop Basics	4	63.01	252.04	2025-04-25	Austin
56404	CUST03990	GenAI for Engineers	5	349.50	1747.50	2024-02-08	Philadelphia
56405	CUST02192	Python for Data Engineers	1	289.99	289.99	2025-01-06	Atlanta
56406	CUST07801	SQL for Analysts	5	149.00		16-06-2025	Phoenix
56407	CUST01197	Spark Intro	6	356.94	2141.64	14-04-2025	Portland
100871	CUST01197	Spark Intro	6	356.94	2141.64	14-04-2025	Portland
56408	CUST06445	GenAI for Engineers	5	349.50	1747.50	29-08-2024	Phoenix
56409	CUST02483	Airflow Fundamentals	5	265.75	1328.75	2024-05-28	Dallas
56410	CUST07462	Kafka Streaming Intro	3	399.00	1197.00	07-09-2024	Dallas
56411	CUST04555	Kafka Streaming Intro	6	399.00	2394.00	2025-11-22	Austin
56412	CUST06762	NoSQL Essentials	4	199.99	799.96	04-08-2025	Austin
56413	CUST01986	Spark Intro	1	356.94		13-08-2024	Dallas
56414	CUST01797	Big Data Essentials	3	421.85	1265.55	2024-04-12	San Francisco
56415	CUST04491	Big Data Essentials	2	421.85	843.70	04-11-2025	Seattle
56416	CUST07193	Big Data Essentials	3	421.85	1265.55	2025-04-11	San Francisco
56417	CUST05279	Data Warehousing 101	3	275.30	825.90	02-04-2025	Austin
56418	CUST02726	Python for Data Engineers	3	289.99	869.97	2025-04-05	San Diego
56419	CUST08174	AWS Foundations	2	310.45	620.90	2024-03-09	Atlanta
56420	CUST01898	Python for Data Engineers	4	289.99	1159.96	2025-07-10	Dallas
56421	CUST02269	AWS Foundations	6	310.45	1862.70	2025-09-23	Austin
56422	CUST00977	GenAI for Engineers	5	349.50	1747.50	2024-08-26	Dallas
56423	CUST04021	Spark Intro	4	356.94	1427.76	04/04/2024	Denver
56424	CUST07726	NoSQL Essentials	5	199.99	999.95	2024-02-14	Minneapolis
56425	CUST04644	Data Modeling Basics	6	178.25	1069.50	2024-09-09	Atlanta
56426	CUST06819	GenAI for Engineers	2	349.50		2024-01-11	Atlanta
56427	CUST01369	AWS Foundations	5	310.45	1552.25	04/08/2025	Chicago
56428	CUST08762	AWS Foundations	4	310.45	1241.80	22-05-2024	New York
56429	CUST04696	Python for Data Engineers	1	289.99	289.99	01/21/2025	Phoenix
56430	CUST04717	Spark Intro	4	356.94	1427.76	04-07-2025	Seattle
56431	CUST06902	ETL Pipelines 101	2	245.60	491.20	07/09/2025	Boston
56432	CUST00873	SQL for Analysts	1	149.00	149.00	11-01-2025	Phoenix
56433	CUST03334	Spark Intro	6	356.94	2141.64	11-03-2025	Austin
56434	CUST00697	AWS Foundations	3	310.45	931.35	07/12/2025	Portland
56435	CUST04826	Data Modeling Basics	5	178.25	891.25	06/11/2024	San Diego
56436	CUST07754	Data Modeling Basics	1	178.25	178.25	2025-02-28	Miami
56437	CUST05378	Python for Data Engineers	3	289.99	869.97	2025-05-29	Atlanta
56438	CUST00220	Big Data Essentials	1	421.85		03/02/2025	Minneapolis
56439	CUST06686	AWS Foundations	5	310.45	1552.25	2025-06-04	Portland
56440	CUST05665	Python for Data Engineers	4	289.99	1159.96	2024-07-29	Minneapolis
56441	CUST06333	GenAI for Engineers	3	349.50	1048.50	28-01-2025	Miami
56442	CUST07054	Python for Data Engineers	3	289.99	869.97	2025-11-25	New York
56443	CUST02942	Spark Intro	6	356.94	2141.64	17-01-2024	San Francisco
56444	CUST08363	Spark Intro	2	356.94	713.88	2025-09-19	Miami
56445	CUST04053	Spark Intro	4	356.94	1427.76	2024-04-28	Miami
56446	CUST05081	NoSQL Essentials	5	199.99	999.95	2025-06-14	Boston
56447	CUST01640	Big Data Essentials	2	421.85	843.70	2025-10-18	Minneapolis
56448	CUST08070	Hadoop Basics	5	63.01	315.05	2024-08-02	Austin
56449	CUST02017	ETL Pipelines 101	5	245.60	1228.00	2025-12-28	Dallas
100872	CUST02017	ETL Pipelines 101	5	245.60	1228.00	2025-12-28	Dallas
56450	CUST02048	Airflow Fundamentals	5	265.75	1328.75	31-07-2024	San Diego
56451	CUST01434	Python for Data Engineers	4	289.99	1159.96	25-11-2024	Portland
56452	CUST03134	Airflow Fundamentals	4	265.75	1063.00	2024-05-22	Dallas
56453	CUST00221	Hadoop Basics		63.01		2024-09-03	Atlanta
100873	CUST00221	Hadoop Basics		63.01		2024-09-03	Atlanta
56454	CUST05827	AWS Foundations	4	310.45	1241.80	04-05-2025	New York
56455	CUST06223	Data Modeling Basics	1	178.25	178.25	2025/12/22	Miami
56456	CUST00789	AWS Foundations	6	310.45		2024-12-30	Phoenix
56457	CUST07711	Hadoop Basics	4	63.01	252.04	09-03-2024	Austin
56458	CUST08749	SQL for Analysts	3	149.00	447.00	03/01/2024	San Diego
56459	CUST00902	GenAI for Engineers	3	349.50	1048.50	2024-04-14	Seattle
100874	CUST00902	GenAI for Engineers	3	349.50	1048.50	2024-04-14	Seattle
56460	CUST05101	AWS Foundations	4	310.45	1241.80	2024-02-17	Boston
56461	CUST04205	NoSQL Essentials	1	199.99	199.99	12-12-2025	Atlanta
56462	CUST02866	Cloud Fundamentals	3	199.50	598.50	2024-10-03	Minneapolis
56463	CUST05340	Python for Data Engineers	6	289.99	1739.94	2025/07/02	Denver
56464	CUST00473	Python for Data Engineers	1	289.99	289.99	2025-12-12	Chicago
56465	CUST06642	Hadoop Basics	6	63.01	378.06	2024-06-07	Phoenix
56466	CUST07571	Python for Data Engineers	1	289.99		18-07-2025	Denver
56467	CUST03649	Data Modeling Basics	1	178.25	178.25	17-02-2025	Houston
56468	CUST02028	Hadoop Basics	6	63.01	378.06	2025-07-10	Phoenix
56469	CUST08470	NoSQL Essentials	5	199.99	999.95	06/02/2024	Miami
56470	CUST04434	SQL for Analysts	3	149.00	447.00	11/29/2025	Atlanta
56471	CUST08493	GenAI for Engineers	2	349.50	699.00	2025-09-09	Chicago
56472	CUST00970	Data Warehousing 101	5	275.30	1376.50	2025-02-10	Minneapolis
56473	CUST06659	Python for Data Engineers	1	289.99	289.99	14-01-2024	Houston
56474	CUST05980	NoSQL Essentials	5	199.99	999.95	2025/08/04	Atlanta
56475	CUST00473	SQL for Analysts	3	149.00	447.00	20-02-2024	Miami
56476	CUST05552	Python for Data Engineers	1	289.99	289.99	05/25/2025	Chicago
56477	CUST01215	Cloud Fundamentals	6	199.50	1197.00	2025-12-09	Atlanta
56478	CUST07198	ETL Pipelines 101	2	245.60	491.20	2025-08-01	Philadelphia
56479	CUST06173	Spark Intro	1	356.94	356.94	02/05/2025	Philadelphia
56480	CUST04729	GenAI for Engineers	2	349.50	699.00	2024-02-06	Austin
56481	CUST05467	Data Warehousing 101	6	275.30	1651.80	09/17/2025	Chicago
56482	CUST02909	Cloud Fundamentals		199.50		10/11/2025	Chicago
56483	CUST06598	Cloud Fundamentals	6	199.50	1197.00	2025-02-13	San Francisco
56484	CUST06575	Hadoop Basics	5	63.01		2024/09/22	Atlanta
56485	CUST04952	ETL Pipelines 101	5	245.60	1228.00	2025-09-13	Houston
56486	CUST05832	NoSQL Essentials	2	199.99	399.98	2024-08-14	Portland
56487	CUST00304	Cloud Fundamentals	5	199.50	997.50	2024-05-10	San Francisco
56488	CUST06926	Data Modeling Basics	2	178.25	356.50	2024-11-19	Miami
56489	CUST02722	Airflow Fundamentals	6	265.75	1594.50	2025-08-06	Portland
56490	CUST03871	Data Warehousing 101	2	275.30	550.60	01-10-2025	Phoenix
56491	CUST06716	Data Modeling Basics	6	178.25		2025-03-13	Atlanta
56492	CUST07024	AWS Foundations	4	310.45		2024-03-02	San Diego
56493	CUST00027	Data Modeling Basics	2	178.25	356.50	05-12-2025	San Francisco
56494	CUST07675	SQL for Analysts	3	149.00	447.00	18-03-2025	Philadelphia
56495	CUST07140	SQL for Analysts	5	149.00		2025-01-04	Houston
56496	CUST04559	Airflow Fundamentals	5	265.75	1328.75	2025-01-30	Austin
56497	CUST05283	Kafka Streaming Intro		399.00		08/19/2024	Boston
56498	CUST06123	Python for Data Engineers	3	289.99	869.97	07/23/2024	Atlanta
56499	CUST06213	Data Warehousing 101	3	275.30	825.90	2024-07-10	Denver
56500	CUST08067	Data Warehousing 101	3	275.30	825.90	2025-01-11	Houston
56501	CUST07965	Big Data Essentials	2	421.85	843.70	2025-01-26	Minneapolis
56502	CUST06702	Kafka Streaming Intro	6	399.00	2394.00	2024-03-19	Minneapolis
56503	CUST03184	Cloud Fundamentals	3	199.50	598.50	10-12-2024	Austin
56504	CUST01754	Hadoop Basics		63.01		2024-11-18	Phoenix
56505	CUST08024	Big Data Essentials	1	421.85	421.85	2024-12-04	San Diego
56506	CUST00933	Hadoop Basics	4	63.01	252.04	2025-02-12	Boston
56507	CUST05503	AWS Foundations	2	310.45	620.90	2025-03-02	Houston
56508	CUST01647	Data Modeling Basics	6	178.25	1069.50	28-01-2025	Minneapolis
56509	CUST07652	Airflow Fundamentals	3	265.75	797.25	06/05/2024	Boston
56510	CUST00755	Airflow Fundamentals		265.75		2025-04-02	Atlanta
56511	CUST08991	Data Governance 101	1	220.10	220.10	2024-03-01	Boston
56512	CUST05611	Spark Intro	5	356.94	1784.70	2025-12-15	Seattle
56513	CUST05816	Data Warehousing 101	6	275.30	1651.80	2025/08/12	San Francisco
56514	CUST03807	Spark Intro	4	356.94	1427.76	2024-09-02	Boston
56515	CUST03638	Cloud Fundamentals	6	199.50	1197.00	06/24/2024	San Diego
56516	CUST06450	Kafka Streaming Intro	3	399.00	1197.00	2024-07-12	Philadelphia
56517	CUST04835	Hadoop Basics	3	63.01	189.03	2025-08-26	Philadelphia
56518	CUST08991	Big Data Essentials	2	421.85	843.70	2024-04-16	Seattle
56519	CUST07046	Cloud Fundamentals	5	199.50	997.50	2024-01-13	San Diego
56520	CUST07731	ETL Pipelines 101	3	245.60	736.80	2024/08/06	San Francisco
56521	CUST07882	AWS Foundations	3	310.45		30-12-2025	Atlanta
56522	CUST05785	GenAI for Engineers	2	349.50	699.00	2024-09-08	Philadelphia
56523	CUST05855	Data Warehousing 101	6	275.30		2025-04-29	San Francisco
56524	CUST01273	Python for Data Engineers	5	289.99	1449.95	07/09/2024	Denver
56525	CUST08995	Data Warehousing 101	5	275.30	1376.50	2025-12-10	Seattle
100875	CUST08995	Data Warehousing 101	5	275.30	1376.50	2025-12-10	Seattle
56526	CUST02323	Cloud Fundamentals	3	199.50	598.50	2025-02-19	Chicago
56527	CUST06612	AWS Foundations	4	310.45	1241.80	2024-09-27	San Diego
56528	CUST02291	Cloud Fundamentals	2	199.50	399.00	2025/09/30	Denver
56529	CUST05213	Cloud Fundamentals	5	199.50	997.50	2025-10-14	San Francisco
56530	CUST02729	ETL Pipelines 101	4	245.60	982.40	08/15/2024	Portland
56531	CUST07935	Data Governance 101	1	220.10	220.10	10-07-2024	Philadelphia
56532	CUST02905	Data Modeling Basics	5	178.25	891.25	2025-11-07	Seattle
56533	CUST01898	Kafka Streaming Intro	2	399.00	798.00	11/21/2025	San Diego
56534	CUST03204	GenAI for Engineers	2	349.50	699.00	2024-11-04	Phoenix
56535	CUST04186	Big Data Essentials	3	421.85	1265.55	2025-04-03	Seattle
56536	CUST05539	AWS Foundations	3	310.45	931.35	06/15/2025	Seattle
56537	CUST02129	Data Warehousing 101	6	275.30	1651.80	2025-11-13	Chicago
